id,game_id,drive_id,play_number,period,clock,offense,defense,offense_score,defense_score,yards_to_goal,down,distance,yards_gained,play_type,play_text,ppa,wallclock
401628473101854401,401628473,4016284731,2,1,14:55,Washington,Eastern Michigan,0,0,75,1,10,0,Pass Incompletion,Will Rogers pass incomplete,-0.7029700220436519,2024-09-07T19:43:24.000Z
401628473101855401,401628473,4016284731,3,1,14:45,Washington,Eastern Michigan,0,0,75,2,10,6,Pass Reception,Will Rogers pass complete to Jeremiah Hunter for 6 yds to the WASH 31,0.16823773848787482,2024-09-07T19:43:24.000Z
401628473101859501,401628473,4016284731,4,1,14:04,Washington,Eastern Michigan,0,0,69,3,4,1,Pass Reception,Will Rogers pass complete to Jonah Coleman for 1 yd to the WASH 32,-0.36836539096070187,2024-09-07T19:43:24.000Z
401628473101849903,401628473,4016284731,1,1,15:00,Eastern Michigan,Washington,0,0,65,1,10,0,Kickoff,Jesus Gomez kickoff for 65 yds for a touchback,,2024-09-07T19:43:24.000Z
401628473101867501,401628473,4016284731,5,1,13:24,Washington,Eastern Michigan,0,0,68,4,3,0,Blocked Punt,"Jack McCallister punt blocked by Justin Jefferson, punt out-of-bounds at the WASH 32 blocked by Justin Jefferson",,2024-09-07T19:43:24.000Z
401628473101869001,401628473,4016284732,1,1,13:09,Eastern Michigan,Washington,0,0,32,1,10,2,Rush,Dontae McMillan run for 2 yds to the WASH 30,-0.3235476292174476,2024-09-07T19:45:36.000Z
401628473101875501,401628473,4016284732,2,1,12:44,Eastern Michigan,Washington,0,0,30,2,8,6,Pass Reception,Cole Snyder pass complete to Dontae McMillan for 6 yds to the WASH 24,0.2056381152145175,2024-09-07T19:46:06.000Z
401628473101878401,401628473,4016284732,3,1,12:15,Eastern Michigan,Washington,0,0,24,3,2,1,Rush,Iii Delbert Mimms run for 1 yd to the WASH 23,-0.5341491640187995,2024-09-07T19:46:40.000Z
401628473101886701,401628473,4016284732,4,1,11:32,Eastern Michigan,Washington,0,0,23,4,1,5,Rush,Iii Delbert Mimms run for 5 yds to the WASH 18 for a 1ST down,0.931785394540101,2024-09-07T19:47:18.000Z
401628473101894301,401628473,4016284732,5,1,10:56,Eastern Michigan,Washington,0,0,18,1,10,4,Rush,Iii Delbert Mimms run for 4 yds to the WASH 14,-0.023063540640796,2024-09-07T19:48:01.000Z
401628473101897901,401628473,4016284732,6,1,10:20,Eastern Michigan,Washington,0,0,14,2,6,1,Rush,Dontae McMillan run for 1 yd to the WASH 13,-0.286630855613629,2024-09-07T19:48:38.000Z
401628473101907401,401628473,4016284732,7,1,9:25,Eastern Michigan,Washington,0,0,13,3,5,8,Pass Reception,Cole Snyder pass complete to Terry Lockett Jr. for 8 yds to the WASH 5 for a 1ST down,1.017706264766142,2024-09-07T19:49:29.000Z
