id,game_id,drive_id,play_number,period,clock,offense,defense,offense_score,defense_score,yards_to_goal,down,distance,yards_gained,play_type,play_text,ppa,wallclock
401645317101854001,,,,1,14:59,SE Louisiana,Tulane,,,,1,10,,,,-0.2957674139440157,2024-08-30T00:05:08.000Z
401645317101857201,,,,1,14:27,SE Louisiana,Tulane,,,,2,7,,,,-0.2389648696117614,2024-08-30T00:05:08.000Z
401645317101864901,,,,1,13:50,SE Louisiana,Tulane,,,,3,4,,,,-0.43770162015070735,2024-08-30T00:05:08.000Z
401645317101866101,,,,1,13:38,SE Louisiana,Tulane,,,,1,10,,,,-0.4136553890915255,2024-08-30T00:05:08.000Z
401645317101874001,,,,1,12:59,SE Louisiana,Tulane,,,,2,7,,,,-1.0358321858765702,2024-08-30T00:05:08.000Z
401645317101878301,,,,1,12:16,SE Louisiana,Tulane,,,,3,8,,,,2.4117826450582185,2024-08-30T00:05:08.000Z
401645317101886801,,,,1,11:31,SE Louisiana,Tulane,,,,1,10,,,,0.374950753061633,2024-08-30T00:05:08.000Z
401645317101894801,,,,1,10:51,SE Louisiana,Tulane,,,,2,4,,,,0.9384273590346126,2024-08-30T00:05:08.000Z
401645317101898601,,,,1,10:13,SE Louisiana,Tulane,,,,1,10,,,,0.2192055064438754,2024-08-30T00:05:08.000Z
401645317101865301,,,,1,13:46,SE Louisiana,Tulane,,,,4,4,,,,,2024-08-30T00:05:08.000Z
401645317101849903,,,,1,15:00,Tulane,SE Louisiana,,,,0,0,,,,,2024-08-30T00:05:08.000Z
401645317101906401,,,,1,9:35,SE Louisiana,Tulane,,,,2,4,,,,-4.347686080854913,2024-08-30T00:05:08.000Z
401645317101907101,,,,1,9:28,Tulane,SE Louisiana,,,,1,10,,,,-0.45260367932203766,2024-08-30T00:05:08.000Z
401645317101909601,,,,1,9:03,Tulane,SE Louisiana,,,,2,8,,,,-0.4788075161366292,2024-08-30T00:05:08.000Z
401645317101917601,,,,1,8:23,Tulane,SE Louisiana,,,,3,8,,,,3.24683576354274,2024-08-30T00:05:08.000Z
401645317101925201,,,,1,7:47,Tulane,SE Louisiana,,,,1,10,,,,1.0659606614607482,2024-08-30T00:05:08.000Z
401645317101927701,,,,1,7:22,Tulane,SE Louisiana,,,,2,1,,,,-0.3550387413002432,2024-08-30T00:05:08.000Z
401645317101935101,,,,1,6:48,Tulane,SE Louisiana,,,,1,10,,,,-0.7519361608312708,2024-08-30T00:05:08.000Z
401645317101935801,,,,1,6:41,Tulane,SE Louisiana,,,,2,10,,,,-0.1280756940017084,2024-08-30T00:05:08.000Z
401645317101939601,,,,1,6:03,Tulane,SE Louisiana,,,,3,6,,,,1.211418363901542,2024-08-30T00:05:08.000Z
401645317101947602,,,,1,5:23,Tulane,SE Louisiana,,,,1,10,,,,,2024-08-30T00:05:08.000Z
401645317101954201,,,,1,4:57,Tulane,SE Louisiana,,,,1,5,,,,-0.498283921881567,2024-08-30T00:05:08.000Z
401645317101956701,,,,1,4:32,Tulane,SE Louisiana,,,,1,10,,,,,2024-08-30T00:32:21.000Z
401645317101958701,,,,1,4:12,Tulane,SE Louisiana,,,,1,15,,,,0.166173399142458,2024-08-30T00:05:08.000Z
401645317101966901,,,,1,3:30,Tulane,SE Louisiana,,,,2,8,,,,2.710853625636087,2024-08-30T00:33:33.000Z
401645317101969101,,,,1,3:08,SE Louisiana,Tulane,,,,1,10,,,,-0.0672821190442117,2024-08-30T00:05:08.000Z
401645317101974301,,,,1,2:56,SE Louisiana,Tulane,,,,2,6,,,,0.4219431737894687,2024-08-30T00:05:08.000Z
401645317101966903,,,,1,3:30,Tulane,SE Louisiana,,,,0,0,,,,,2024-08-30T00:33:33.000Z
401645317101994201,,,,1,0:57,SE Louisiana,Tulane,,,,2,15,,,,,2024-08-30T00:39:56.000Z
401645317101999002,,,,1,0:09,SE Louisiana,Tulane,,,,3,15,,,,,2024-08-30T00:05:08.000Z
401645317101999602,,,,1,0:00,SE Louisiana,Tulane,,,,0,30,,,,,2024-08-30T00:43:16.000Z
