id,game_id,drive_id,play_number,period,clock,offense,defense,offense_score,defense_score,yards_to_goal,down,distance,yards_gained,play_type,play_text,ppa,wallclock
401629039101849909,401629039,4016290391,1,1,15:00,Eastern Michigan,Massachusetts,0,0,65,0,0,60,Kickoff,"Jesus Gomez kickoff for 65 yds for a touchback Eastern Michigan Penalty, Offsides (-5 Yards)",,2024-08-31T19:35:54.000Z
401629039101865902,401629039,4016290391,6,1,13:40,Massachusetts,Eastern Michigan,0,0,57,2,10,15,Penalty,"PHOMMACHANH, Taisun pass up the middle incomplete intended for GIBSON, Jacquon thrown to the UMA50, clock 13:40. PENALTY EMU Offsides on CARTER, David declined EMU Pass Interference on SCOTT, Joshua enforced 15 yards to the EMU42 and results in automatic 1ST DOWN [NHSG]. NO PLAY (replay the down).",,2024-08-31T19:42:46.000Z
401629039101879202,401629039,4016290391,10,1,12:07,Massachusetts,Eastern Michigan,0,0,32,1,10,-10,Penalty,"JOHN, Jalen rush to the right for a loss of 1 yard to the EMU33, out of bounds, clock 12:07. PENALTY UMA Holding on ATWOOD, Josh enforced 10 yards from the EMU32 to the EMU42 [NHSG]. NO PLAY (replay the down).",,2024-08-31T19:47:38.000Z
401629039101907811,401629039,4016290391,14,1,9:21,Massachusetts,Eastern Michigan,0,0,45,4,23,0,Punt,"CJ Kolodziey punt for 37 yds, downed at the EMU 8",,2024-08-31T19:53:07.000Z
401629039101879205,401629039,4016290391,13,1,12:07,Massachusetts,Eastern Michigan,0,0,48,3,26,3,Rush,CJ Hester run for 3 yds to the EMU 45,-0.11366164383384891,2024-08-31T19:47:38.000Z
401629039101849912,401629039,4016290391,2,1,15:00,Massachusetts,Eastern Michigan,0,0,70,1,10,7,Rush,Jalen John run for 7 yds to the MASS 37,0.6714265021529684,2024-08-31T19:35:54.000Z
401629039101849914,401629039,4016290391,3,1,15:00,Massachusetts,Eastern Michigan,0,0,63,2,3,0,Pass Incompletion,Taisun Phommachanh pass incomplete,-1.1474186383277107,2024-08-31T19:35:54.000Z
401629039101849917,401629039,4016290391,4,1,15:00,Massachusetts,Eastern Michigan,0,0,63,3,3,6,Rush,Jalen John run for 6 yds to the MASS 43 for a 1ST down,1.7034619575677592,2024-08-31T19:35:54.000Z
401629039101849919,401629039,4016290391,5,1,15:00,Massachusetts,Eastern Michigan,0,0,57,1,10,0,Pass Incompletion,Taisun Phommachanh pass incomplete,-1.15714755134967,2024-08-31T19:35:54.000Z
401629039101865903,401629039,4016290391,7,1,13:40,Massachusetts,Eastern Michigan,0,0,42,1,10,2,Rush,Jalen John run for 2 yds to the EMU 40,-0.4922124363662006,2024-08-31T19:42:46.000Z
401629039101865904,401629039,4016290391,8,1,13:40,Massachusetts,Eastern Michigan,0,0,40,2,8,6,Pass Reception,Taisun Phommachanh pass complete to Jalen John for 6 yds to the EMU 34,0.2826451903291256,2024-08-31T19:42:46.000Z
401629039101865905,401629039,4016290391,9,1,13:40,Massachusetts,Eastern Michigan,0,0,34,3,2,2,Rush,Jalen John run for 2 yds to the EMU 32 for a 1ST down,0.6329832920202366,2024-08-31T19:42:46.000Z
401629039101879203,401629039,4016290391,11,1,12:07,Massachusetts,Eastern Michigan,0,0,42,1,20,-4,Sack,Taisun Phommachanh sacked by Trey Laing for a loss of 4 yards to the EMU 46,-1.765499534040658,2024-08-31T19:47:38.000Z
