id,game_id,drive_id,play_number,period,clock,offense,defense,offense_score,defense_score,yards_to_goal,down,distance,yards_gained,play_type,play_text,ppa,wallclock
401655657101849907,401655657,4016556571,2,1,15:00,Upper Iowa University,Butler,0,0,75,1,10,4,Rush,RJ Wells run for 4 yds to the UPP 29,-0.1142886249388964,2024-08-31T17:02:31.000Z
401655657101857801,401655657,4016556571,3,1,14:21,Upper Iowa University,Butler,0,0,71,2,6,0,Pass Incompletion,Darryl Overstreet Jr. pass incomplete,-0.6509048869110972,2024-08-31T17:02:31.000Z
401655657101858001,401655657,4016556571,4,1,14:19,Upper Iowa University,Butler,0,0,71,3,6,9,Rush,RJ Wells run for 9 yds to the UPP 38 for a 1ST down,1.8899449908918244,2024-08-31T17:02:31.000Z
401655657101866101,401655657,4016556571,5,1,13:38,Upper Iowa University,Butler,0,0,62,1,10,0,Pass Incompletion,Darryl Overstreet Jr. pass incomplete,-1.087995077167328,2024-08-31T17:02:31.000Z
401655657101866501,401655657,4016556571,6,1,13:34,Upper Iowa University,Butler,0,0,62,2,10,4,Rush,RJ Wells run for 4 yds to the UPP 42,-0.126245501854279,2024-08-31T17:02:31.000Z
401655657101874901,401655657,4016556571,7,1,12:50,Upper Iowa University,Butler,0,0,58,3,6,0,Pass Incompletion,Darryl Overstreet Jr. pass incomplete,-0.6401731194806475,2024-08-31T17:02:31.000Z
401655657101875501,401655657,4016556571,8,1,12:44,Upper Iowa University,Butler,0,0,58,4,6,0,Punt,RJ Wells punt for 37 yds,,2024-08-31T17:02:31.000Z
401655657101849905,401655657,4016556571,1,1,15:00,Butler,Upper Iowa University,0,0,65,0,0,0,Kickoff,Ryan Short kickoff for 65 yds for a touchback,,2024-08-31T17:02:31.000Z
401655657101875902,401655657,4016556572,1,1,12:40,Butler,Upper Iowa University,0,0,79,1,10,2,Rush,Joey Suchy run for 2 yds to the BUT 23,-0.3794776766448038,2024-08-31T17:09:25.000Z
401655657101884001,401655657,4016556572,2,1,11:59,Butler,Upper Iowa University,0,0,77,2,8,7,Pass Reception,Nick Howard pass complete to Billy Dozier for 7 yds to the BUT 30,0.3701216010948292,2024-08-31T17:02:31.000Z
401655657101894501,401655657,4016556572,4,1,10:54,Butler,Upper Iowa University,0,0,75,3,6,2,Rush,Reagan Andrew run for 2 yds to the BUT 27,-0.1649290262005545,2024-08-31T17:02:31.000Z
401655657101898901,401655657,4016556572,5,1,10:10,Butler,Upper Iowa University,0,0,73,4,4,0,Punt,"Ryan Short punt for 41 yds, fair catch by Willy Camacho at the UPP 32",,2024-08-31T17:02:31.000Z
401655657101888801,401655657,4016556572,3,1,11:11,Butler,Upper Iowa University,0,0,70,3,1,-5,Penalty,"Butler Penalty, Delay Of Game (-5 Yards) to the BUT 25",,2024-08-31T17:11:49.000Z
401655657101899202,401655657,4016556573,1,1,10:07,Upper Iowa University,Butler,0,0,68,1,10,-1,Rush,RJ Wells run for a loss of 1 yard to the UPP 31,-1.0665559328497487,2024-08-31T17:13:03.000Z
401655657101907301,401655657,4016556573,2,1,9:26,Upper Iowa University,Butler,0,0,69,2,11,24,Pass Interception Return,Darryl Overstreet Jr. pass intercepted Nick Bafia return for 24 yds to the UPP 8,-0.4141333515083918,2024-08-31T17:02:31.000Z
401655657101908202,401655657,4016556574,1,1,9:17,Butler,Upper Iowa University,0,0,8,1,8,3,Rush,Nick Howard run for 3 yds to the UPP 5,-0.118978122830228,2024-08-31T17:14:39.000Z
401655657101916901,401655657,4016556574,2,1,8:30,Butler,Upper Iowa University,0,0,5,2,5,4,Pass Reception,Nick Howard pass complete to Joey Suchy for 4 yds to the UPP 1,-0.01542053764963,2024-08-31T17:02:31.000Z
401655657101925101,401655657,4016556574,3,1,7:48,Butler,Upper Iowa University,6,0,1,3,1,1,Rushing Touchdown,Nick Howard run for 1 yd for a TD (Ryan Short PAT MISSED),2.45399822917955,2024-08-31T17:16:48.000Z
401655657101925104,401655657,4016556574,4,1,7:48,Butler,Upper Iowa University,-1,0,65,0,0,0,Timeout,"Timeout Butler, clock 07:48",,2024-08-31T17:16:48.000Z
401655657101925105,401655657,4016556575,1,1,7:48,Butler,Upper Iowa University,5,0,65,0,0,36,Kickoff Return (Offense),"Ryan Short kickoff for 64 yds , Jayden Mitchell return for 36 yds to the UPP 37",,2024-08-31T17:16:48.000Z
401655657101926201,401655657,4016556575,2,1,7:37,Upper Iowa University,Butler,0,5,63,1,10,9,Rush,Jayden Mitchell run for 9 yds to the UPP 46,1.3755540761931897,2024-08-31T17:02:31.000Z
401655657101934101,401655657,4016556575,3,1,6:58,Upper Iowa University,Butler,0,5,54,2,1,2,Rush,Jayden Mitchell run for 2 yds to the UPP 48 for a 1ST down,-0.3330975713258705,2024-08-31T17:02:31.000Z
401655657101938701,401655657,4016556575,4,1,6:12,Upper Iowa University,Butler,0,5,52,1,10,2,Rush,RJ Wells run for 2 yds to the 50 yard line,-0.6553095017301357,2024-08-31T17:02:31.000Z
401655657101946501,401655657,4016556575,5,1,5:34,Upper Iowa University,Butler,0,5,50,2,8,0,Pass Incompletion,Darryl Overstreet Jr. pass incomplete,-1.0923917928310267,2024-08-31T17:02:31.000Z
401655657101946801,401655657,4016556575,6,1,5:31,Upper Iowa University,Butler,0,5,50,3,8,4,Rush,RJ Wells run for 4 yds to the BUT 46,-0.145097030045644,2024-08-31T17:23:08.000Z
401655657101955101,401655657,4016556575,7,1,4:48,Upper Iowa University,Butler,0,5,46,4,4,11,Pass Reception,Darryl Overstreet Jr. pass complete to Mante Morrow for 11 yds to the BUT 35 for a 1ST down,2.928263829540281,2024-08-31T17:02:31.000Z
401655657101957002,401655657,4016556575,8,1,4:29,Upper Iowa University,Butler,0,5,35,1,10,-10,Penalty,"(04:29) MITCHELL, Jayden rush to the right for a gain of 2 yards to the BU33 (ONUOHA, Onye;MACK II, Frenchi), clock 04:24. PENALTY UIU Holding on MANU, Izayah enforced 10 yards from the BU35 to the BU45 [NHSG]. NO PLAY (replay the down).",,2024-08-31T17:02:31.000Z
401655657101958901,401655657,4016556575,9,1,4:10,Upper Iowa University,Butler,0,5,45,1,20,8,Rush,RJ Wells run for 8 yds to the BUT 37,0.660805167070018,2024-08-31T17:02:31.000Z
401655657101967101,401655657,4016556575,10,1,3:28,Upper Iowa University,Butler,0,5,37,2,12,0,Pass Incompletion,Darryl Overstreet Jr. pass incomplete,-0.9892537381077594,2024-08-31T17:02:31.000Z
401655657101967401,401655657,4016556575,11,1,3:25,Upper Iowa University,Butler,0,6,37,3,12,0,Pass Incompletion,Darryl Overstreet Jr. pass incomplete,-0.975003140873074,2024-08-31T17:02:31.000Z
401655657101967601,401655657,4016556575,12,1,3:23,Upper Iowa University,Butler,0,6,37,4,12,0,Punt,Darryl Overstreet Jr. punt for 37 yds for a touchback,,2024-08-31T17:26:36.000Z
401655657101968401,401655657,4016556576,1,1,3:15,Butler,Upper Iowa University,6,0,80,1,10,0,Pass Interception Return,Reagan Andrew pass intercepted Zacarius Murray return for no gain to the BUT 24,-0.6139422043948972,2024-08-31T17:02:31.000Z
401655657101968602,401655657,4016556577,1,1,3:13,Upper Iowa University,Butler,0,6,24,1,10,0,Pass Incompletion,Darryl Overstreet Jr. pass incomplete,-0.4346450377339437,2024-08-31T17:28:49.000Z
401655657101969301,401655657,4016556577,2,1,3:06,Upper Iowa University,Butler,0,6,24,2,10,9,Pass Interception Return,Darryl Overstreet Jr. pass intercepted Onye Onuoha return for 9 yds to the BUT 17,-3.8839170136590813,2024-08-31T17:02:31.000Z
401655657101998502,401655657,4016556578,8,1,0:00,Butler,Upper Iowa University,6,0,67,0,7,5,End Period,End of 1st Quarter,,2024-08-31T17:34:58.000Z
401655657102849902,401655657,4016556578,9,2,15:00,Butler,Upper Iowa University,6,0,62,4,2,0,Punt,Ryan Short punt for 52 yds,,2024-08-31T17:38:27.000Z
401655657101974002,401655657,4016556578,1,1,2:59,Butler,Upper Iowa University,6,0,83,1,10,0,Rush,Billy Dozier run for no gain to the BUT 17,-0.48436415563340685,2024-08-31T17:29:37.000Z
401655657101978001,401655657,4016556578,2,1,2:19,Butler,Upper Iowa University,6,0,83,2,10,0,Pass Incompletion,Nick Howard pass incomplete,-0.22048200027874199,2024-08-31T17:02:31.000Z
401655657101978501,401655657,4016556578,3,1,2:14,Butler,Upper Iowa University,6,0,83,3,10,9,Pass Reception,Reagan Andrew pass complete to Joey Audia for 9 yds to the BUT 26,0.2174918960283705,2024-08-31T17:31:03.000Z
401655657101987301,401655657,4016556578,4,1,1:26,Butler,Upper Iowa University,6,0,74,4,1,4,Rush,Reagan Andrew run for 4 yds to the BUT 30 for a 1ST down,1.3297503235310923,2024-08-31T17:02:31.000Z
401655657101995101,401655657,4016556578,5,1,0:48,Butler,Upper Iowa University,6,0,70,1,10,3,Rush,Billy Dozier run for 3 yds to the BUT 33,-0.3563521541303736,2024-08-31T17:02:31.000Z
401655657101998401,401655657,4016556578,6,1,0:15,Butler,Upper Iowa University,6,0,67,2,7,0,Pass Incompletion,Reagan Andrew pass incomplete,-0.7077961708131388,2024-08-31T17:02:31.000Z
401655657101998501,401655657,4016556578,7,1,0:14,Butler,Upper Iowa University,6,0,67,3,7,5,Pass Reception,Reagan Andrew pass complete to Joey Audia for 5 yds to the BUT 38,0.0403970740840682,2024-08-31T17:33:55.000Z
401655657102854702,401655657,4016556579,1,2,14:52,Upper Iowa University,Butler,0,6,90,1,10,2,Rush,RJ Wells run for 2 yds to the UPP 12,-0.22662764690566295,2024-08-31T17:38:27.000Z
401655657102858801,401655657,4016556579,2,2,14:11,Upper Iowa University,Butler,0,6,88,2,8,6,Rush,Jayden Mitchell run for 6 yds to the UPP 18,0.13589630831586685,2024-08-31T17:38:27.000Z
401655657102867101,401655657,4016556579,3,2,13:28,Upper Iowa University,Butler,0,6,82,3,2,27,Pass Reception,Darryl Overstreet Jr. pass complete to Mante Morrow for 27 yds to the UPP 45 for a 1ST down,2.6079623544106356,2024-08-31T17:38:27.000Z
401655657102875301,401655657,4016556579,4,2,12:46,Upper Iowa University,Butler,0,6,55,1,10,-1,Rush,RJ Wells run for a loss of 1 yard to the UPP 44,-1.3838406426271828,2024-08-31T17:38:27.000Z
401655657102879501,401655657,4016556579,5,2,12:04,Upper Iowa University,Butler,0,6,56,2,11,3,Rush,Jayden Mitchell run for 3 yds to the UPP 47,-0.3460384676017698,2024-08-31T17:38:27.000Z
