id,game_id,drive_id,play_number,period,clock,offense,defense,offense_score,defense_score,yards_to_goal,down,distance,yards_gained,play_type,play_text,ppa,wallclock
401634301101849903,401634301,4016343011,1,1,15:00,UC Davis,California,0,0,65,1,10,0,Kickoff,Rory Bell kickoff for 36 yds,,2024-08-31T21:02:52.000Z
401634301101865901,401634301,4016343011,5,1,13:40,California,UC Davis,0,0,65,4,4,0,Punt,Lachlan Wilson punt for 42 yds,,2024-08-31T21:05:05.000Z
401634301101854701,401634301,4016343011,2,1,14:52,California,UC Davis,0,0,71,1,10,5,Rush,Jaydn Ott run for 5 yds to the CAL 34,0.1013807738833972,2024-08-31T21:03:24.000Z
401634301101856501,401634301,4016343011,3,1,14:34,California,UC Davis,0,0,66,2,5,0,Pass Incompletion,Fernando Mendoza pass incomplete,-0.8824226559216264,2024-08-31T21:03:40.000Z
401634301101857701,401634301,4016343011,4,1,14:22,California,UC Davis,0,0,66,3,5,1,Pass Reception,Fernando Mendoza pass complete to Jaydn Ott,-0.3891395877444248,2024-08-31T21:04:17.000Z
401634301101896302,401634301,4016343012,7,1,10:36,UC Davis,California,0,0,25,2,10,-5,Penalty,"PENALTY UCD False Start (Simonson,Eli) 5 yards from Cal25 to Cal30. NO PLAY.",,2024-08-31T21:08:36.000Z
401634301101905301,401634301,4016343012,10,1,9:46,UC Davis,California,0,0,29,4,14,46,Field Goal Missed,Hunter Ridley 46 yd FG MISSED,,2024-08-31T21:11:26.000Z
401634301101867501,401634301,4016343012,1,1,13:24,UC Davis,California,0,0,77,1,10,15,Pass Reception,Miles Hastings pass complete to Chaz Davis for a 1ST down,1.2573534535099062,2024-08-31T21:05:48.000Z
401634301101874201,401634301,4016343012,2,1,12:57,UC Davis,California,0,0,62,1,10,3,Pass Reception,Miles Hastings pass complete to Winston Williams,-0.4251117664036599,2024-08-31T21:06:22.000Z
401634301101877801,401634301,4016343012,3,1,12:21,UC Davis,California,0,0,59,2,7,5,Rush,Lan Larison run for 5 yds to the UCD 46,0.0961141164386436,2024-08-31T21:06:56.000Z
401634301101886401,401634301,4016343012,4,1,11:35,UC Davis,California,0,0,54,3,2,12,Rush,Lan Larison run for 12 yds to the CAL 42 for a 1ST down,1.9870658190723829,2024-08-31T21:07:44.000Z
401634301101894801,401634301,4016343012,5,1,10:51,UC Davis,California,0,0,42,1,10,17,Pass Reception,Miles Hastings pass complete to C.J. Hutton for a 1ST down,0.5948511093060665,2024-08-31T21:08:21.000Z
401634301101896301,401634301,4016343012,6,1,10:36,UC Davis,California,0,0,25,1,10,0,Pass Incompletion,Miles Hastings pass incomplete,-0.4522778946200265,2024-08-31T21:08:36.000Z
401634301101896801,401634301,4016343012,8,1,10:31,UC Davis,California,0,0,30,2,15,1,Rush,Lan Larison run for 1 yd to the CAL 29,-0.6812470723033057,2024-08-31T21:10:12.000Z
401634301101904801,401634301,4016343012,9,1,9:51,UC Davis,California,0,0,29,3,14,0,Pass Incompletion,Miles Hastings pass incomplete,-1.003444934671279,2024-08-31T21:10:35.000Z
401634301101905304,401634301,4016343013,1,1,9:46,California,UC Davis,0,0,52,1,10,0,Timeout,"Timeout California, clock 09:46",,2024-08-31T21:11:26.000Z
