id,game_id,drive_id,play_number,period,clock,offense,defense,offense_score,defense_score,yards_to_goal,down,distance,yards_gained,play_type,play_text,ppa,wallclock
401654549101854201,401654549,4016545492,7,1,14:57,Norfolk State,Virginia St,0,0,65,1,10,2,Kickoff,"Grandin Willcox kickoff for 53 yds , LaVonte Gater return for 2 yds to the VIR 14",,2024-09-07T20:05:10.000Z
401654549101849904,401654549,4016545492,1,1,15:00,Virginia St,Norfolk State,0,0,86,1,10,12,Pass Reception,Romelo Williams pass complete to Malik Hunter for 12 yds to the VIR 26 for a 1ST down,0.6532905038679333,2024-09-07T20:05:10.000Z
401654549101849905,401654549,4016545492,2,1,15:00,Virginia St,Norfolk State,0,0,74,1,10,0,Rush,"Smith,Rabbit rush middle (Harleston,Ricky).",-0.7342478781140684,2024-09-07T20:05:10.000Z
401654549101849906,401654549,4016545492,3,1,15:00,Virginia St,Norfolk State,0,0,74,2,10,10,Rush,Romelo Williams run for 10 yds to the VIR 36 for a 1ST down,1.5938315827997034,2024-09-07T20:05:10.000Z
401654549101849907,401654549,4016545492,4,1,15:00,Virginia St,Norfolk State,0,0,64,1,10,1,Rush,Jimmyll Williams run for 1 yd to the VIR 37,-0.8530905486726476,2024-09-07T20:05:10.000Z
401654549101849908,401654549,4016545492,5,1,15:00,Virginia St,Norfolk State,0,0,63,2,9,0,Pass Reception,Romelo Williams pass complete to Tylique Ray for no gain to the VIR 37,-0.7156844087137806,2024-09-07T20:05:10.000Z
401654549101849909,401654549,4016545492,6,1,15:00,Virginia St,Norfolk State,0,0,63,3,9,7,Rush,Romelo Williams run for 7 yds to the VIR 44,0.3053313228047214,2024-09-07T20:05:10.000Z
401654549101885701,401654549,4016545492,8,1,11:42,Virginia St,Norfolk State,0,0,56,4,2,0,Punt,Davion Moore punt for 36 yds,,2024-09-07T20:05:10.000Z
401654549101885702,401654549,4016545493,1,1,11:42,Norfolk State,Virginia St,0,0,80,1,10,8,Pass Reception,Jalen Daniels pass complete to Kam'Ryn Thomas for 8 yds to the NORF 28,0.7987441096809142,2024-09-07T20:05:10.000Z
401654549101885703,401654549,4016545493,2,1,11:42,Norfolk State,Virginia St,0,0,72,2,2,5,Rush,Jalen Daniels run for 5 yds to the NORF 33 for a 1ST down,0.1582570167830397,2024-09-07T20:05:10.000Z
401654549101885704,401654549,4016545493,3,1,11:42,Norfolk State,Virginia St,0,0,67,1,10,-1,Rush,Kevon King run for a loss of 1 yard to the NORF 32,-1.1039242433392733,2024-09-07T20:05:10.000Z
401654549101885705,401654549,4016545493,4,1,11:42,Norfolk State,Virginia St,0,0,68,2,11,8,Pass Reception,Jalen Daniels pass complete to Elyjah Mitchell for 8 yds to the NORF 40,0.5803274325417948,2024-09-07T20:05:10.000Z
401654549101908201,401654549,4016545493,5,1,9:17,Norfolk State,Virginia St,7,0,60,3,3,60,Passing Touchdown,Jalen Daniels pass complete to Jacquez Jones for 60 yds for a TD (Grandin Willcox KICK),5.952653479938627,2024-09-07T20:11:51.000Z
401654549101908701,401654549,4016545495,1,1,9:12,Norfolk State,Virginia St,7,0,65,1,10,14,Kickoff,"Grandin Willcox kickoff for 64 yds , LaVonte Gater return for 14 yds to the VIR 49 Virginia St Penalty, Offensive holding (Chantz Baylor) to the VIR 8",,2024-09-07T20:05:10.000Z
401654549101908702,401654549,4016545495,2,1,9:12,Virginia St,Norfolk State,0,7,92,1,10,2,Rush,Jimmyll Williams run for 2 yds to the VIR 10,-0.20709960786905768,2024-09-07T20:05:10.000Z
401654549101908703,401654549,4016545495,3,1,9:12,Virginia St,Norfolk State,0,7,90,2,8,-8,Rush,Jimmyll Williams run for a loss of 8 yards to the VIR 2,-0.32136279039447846,2024-09-07T20:18:34.000Z
401654549101908704,401654549,4016545495,4,1,9:12,Virginia St,Norfolk State,0,7,98,3,16,-1,Penalty,"Virginia St Penalty, false start (Chantz Baylor) to the VIR 1",,2024-09-07T20:18:34.000Z
