id,game_id,drive_id,play_number,period,clock,offense,defense,offense_score,defense_score,yards_to_goal,down,distance,yards_gained,play_type,play_text,ppa,wallclock
401655860101849905,401655860,4016558602,2,1,15:00,Sioux Falls,St. Thomas (MN),0,0,75,1,10,0,Pass Incompletion,pass incomplete to Travis Yohnke,-0.7029700220436519,2024-08-30T01:07:41.000Z
401655860101849906,401655860,4016558602,3,1,15:00,Sioux Falls,St. Thomas (MN),0,0,75,2,10,-1,Rush,Dylan Rudningen run for a loss of 1 yard to the SIO 24,-0.3927938356308358,2024-08-30T01:07:41.000Z
401655860101859101,401655860,4016558602,4,1,14:08,Sioux Falls,St. Thomas (MN),0,0,76,3,11,15,Interception,"Camden Dean pass intercepted St. Thomas-Minnesota Penalty, unsportsmanlike conduct (Caleb Sandstrom) to the SIO 26",0.17351897739580924,2024-08-30T01:11:14.000Z
401655860101849904,401655860,4016558602,1,1,15:00,St. Thomas (MN),Sioux Falls,0,0,65,1,10,0,Kickoff,Stephen Shagen kickoff for 65 yds for a touchback,,2024-08-30T01:07:41.000Z
401655860101859102,401655860,4016558603,1,1,14:08,St. Thomas (MN),Sioux Falls,0,0,26,1,10,1,Rush,Hope Adebayo run for 1 yd to the SIO 25,-0.3601692954121845,2024-08-30T01:11:14.000Z
401655860101868301,401655860,4016558603,2,1,13:16,St. Thomas (MN),Sioux Falls,7,0,25,2,9,25,Passing Touchdown,Tak Tateoka pass complete to Jacob Wildermuth for 25 yds for a TD (Stephen Shagen KICK),3.080171417820365,2024-08-30T01:15:14.000Z
401655860101868307,401655860,4016558605,5,1,13:16,Sioux Falls,St. Thomas (MN),0,7,47,2,4,-7,Rush,Matt Grzybowski run for a loss of 7 yards to the SIO 46,-2.6414442697182996,2024-08-30T01:17:14.000Z
401655860101868308,401655860,4016558605,6,1,13:16,Sioux Falls,St. Thomas (MN),0,7,54,3,11,-5,Rush,"Dean,Camden rush (Wurtz,Grif), PENALTY USF illegal formation 5 yards to the UST49. Sioux Falls Penalty, illegal formation (Isaiah Ward) to the SIO 41",-0.8223728708564666,2024-08-30T01:17:14.000Z
401655860101868309,401655860,4016558605,7,1,13:16,Sioux Falls,St. Thomas (MN),0,7,59,3,16,0,Pass Incompletion,pass incomplete to Mark Leonard,-0.2637774834964661,2024-08-30T01:17:14.000Z
401655860101897701,401655860,4016558605,8,1,10:22,Sioux Falls,St. Thomas (MN),0,7,59,4,16,0,Punt,Scott Dickson punt for 47 yds,,2024-08-30T01:24:28.000Z
